id;text;homotransphobic;reappropriation
1606;@user_abcd Ah quindi Pellegri è ricchione?;1;0
1608;@user_ab Informando le ricchione che mi ospiteranno su questo evento;0;0
1610;@user_abcdefgh mamma mia ste io ho questo bisogno di malefici e macumbe in tua compagnia tornerò ad indossare la mia bestaflia da ricchione e a leggere i tarocchi;0;1
1617;ma poi che ridere mi immagino il suo cortocircuito nel vedere una negr* checca e dover scegliere tra “vanno aiutati a casa loro” e “non vanno abbandonati ma aiutati”;1;0
1621;Oggi sono su FelicementeLGBT per raccontarvi la mia storia: la prima volta che mi hanno chiamato “ricchione”, e tutte le altre volte. Raccontare questa storia per riappropriarmene. Raccontare la nostra storia per non essere più invisibili #Pride [URL];0;1
1624;"Spadafora risponde da checca isterica alla domanda di Mentana sulla mancata dichiarazione di Conte: ""sarà chiuso da qualche parte con Casalino a pensare cosa fare""";1;0
1626;Per 15.000€ al mese + bonus e privilegi di ogni sorta anch’io divento supervaccinista, supergreenpassista, antiputinista, atlantista, draghiano, eccetera eccetera. Anzi, pure ricchione.;1;0
1632;and that's on being una checca del cazzo, ma quando mi ripiglio un po';0;0
1633;Sei la merda umana,sei un corrotto di merda,sei una latrina umano,sei un ricchione stai pieno di corna,munnezz [URL];1;0
1634;"Il professore di arte mentre facevo l'orale mi ha disegnato una caricatura con le orecchie grandi, consegnandomelo e sussurrandomi ""ricchione, auguri"". Grazie, Umberto. [URL]";0;0
1636;RT @user_abcdefghij @user_abcdefghi @user_ Ma quando mai significa ricchione;0;0
1638;"@user_abcdef Io sarò un numerino ma il tuo""assurdistan"" ci sta tutto. Bello fare il ricchione col culo degli altri!!!";1;0
1641;@user_abc Ti fa bagnare tantissimo, vero checca? 😂;1;0
1644;@user_abc Sparisci ricchione, visto che ti piacere sucare. Sei un bell'esempio di raccattato per strada. Maleducato;1;0
1645;@user_abcdef Puoi fare quel che vuoi ma ci vorrebbe un minimo di sensibilità per capire che scrivere bestemmie o parole come frocio o ricchione (queste di discriminanti) possono offendere la sensibilità di alcune persone e si può vivere sereni anche senza dirle;0;0
1650;sn troppo sensibile per essere ricchione comunque;0;0
1652;@user_abcdefg @user_abcde Una tipa qua sopra diceva che non si poteva prendere in giro qualcuno chiamandolo ricchione;0;0
1654;volevo fare la traccia sulla musicofilia capito far parlare il germe ricchione ma cmq ce verga è cosi paraculo da fare e l ho fatto ecco;0;0
1656;Chi va a riccione è ricchione non faccio io le regole... mi dispiace;1;0
1657;@user_abcd menomale nn siete uscite voi ricchione sennò nn sarebbe andata così😘;1;0
1658;@user_abc Smettila di gridare, checca isterica. Marotta non c'entra niente?? Non c'entra niente?? Stai scherzando? Regalare soldi a Kolarov, Vidal, Sanchez, Mikhitarian, ma poi mandare via Perisic, Skriniar e forse Lautaro e Dumfries secondo te è logico??;1;0
1660;@user_abcdef @user_abcde Esistono i lavoretti d'estate brutta checca di merda;1;0
1662;@user_abcd Sto ricchione se si permette di fare un cazzo e avere un tetto sulla testa lo deve alla famiglia. E [URL];1;0
1669;@user_abcdef La pioggia in estate mi fa sentire vivo, probabilmente quel ricchione di steph alla prima goccia sarà andato a casa di corsa;1;0
1670;@user_abcdefg @user_abc @user_abc Questo stronzo mi ha fatto ridere 👍 ma sempre ricchione rimane 🤣;1;0
1673;@user_abcdefgh Da noi si dice mi deve benedire un prete ricchione 🤣🤣🤣🤣;1;0
1674;@user_abc @user_abcde Sì anche come sinonimo di ricchione;0;0
1675;Guarda un po’… Ospite del programma la vecchia checca…#ottoemezzo;1;0
1676;Ora tutti a salvare il culo alla checca! #ottoemezzo;1;0
1677;Travaglio, mi raccomando continua così! I tuoi consigli alla vecchia checca stanno dando i frutti sperati!#ottoemezzo;1;0
1679;@user_abcd @user_abcdef ma perché deve stare zitto mica è una checca come il suo predecessore;1;0
1681;@user_a @user_abcde @user_abc @user_abcd @user_abcdef no gae basta sta emoji sembri ricchione;1;0
1686;@user_ab non ho pianto testa di frocia, ma mi piace particolarmente;1;0
1687;sotto il sole sotto il sole di ricchione di ricchione;1;0
1689;Quello è bello fare il ricchione con il culo degli altri. Modo di dire e non di pensare . Nessuna offesa per i gay era giusto per rafforzare il discorso di @user_abc [URL];1;0
1690;@user_abcdef trans Rebecca col tuo grosso cazzo divento una checca❤️❤️❤️❤️❤️❤️;0;0
1697;Bestemmiare no perché i credenti si offendono, poveri cuccioli. Frocio negro ricchione puttana ciccione: è satira, fattela una risata, non si può più dire niente cancel culture libertà di parola basta politically correct ahahah. Siamo un paese meraviglioso. [URL];1;0
1701;@user_abc #Medvedev è sempre più una checca isterica [URL];1;0
1702;#bergoglio o #PapaFrancesco avrà mai il coraggio di dire che è una checca?;1;0
1703;@user_abcdefg @user_abcdefghi Mi presento, son l'orsetto ricchione E come avrai intuito adesso ti inculo;1;0
1705;@user_abcdefghi @user_abcd @user_abcdefghij ora ti blocco non ho tempo da perdere con una checca che si piscia nei pantaloni al primo sguardo! click;1;0
1706;@user_abcdefgh Anche io non avevo capito fossi un personaggio che professa tranquillità ma in realtà è il più nervoso del Milan Twitter che da di matto per una citazione... La prossima volta terrò conto del tuo essere checca isterica👍;1;0
1708;Un tecnico del Milan mi ha appena dato del ricchione, ne è convinto.;0;0
1709;@user_abcdefgh ...ma il buon Oscar invece di fare sempre la checca isterica come quando era nel Milan con olio cuore come sponsor in B, si facesse mai 'na bella spaghettata di cazzi sua!?!;1;0
1711;“Non esiste omofobia, siate uomini e non offendetevi se vi danno del ricchione” A Davide di Rimini hanno bruciato la sua attività lavorativa. [URL];0;0
1713;@user_abcdefg @user_abcd Con la vocetta frocia del grande esperto di musica melodica napoletana fichetto! Che uomini! Che orgoglio di governo cazzo! Sono soddisfazioni va!!;1;0
1714;@user_abcdefgh @user_abcdefgh Gerry, se provi a presentarti con la checca tuffatrice iniziamo male;1;0
1716;"@user_abcdefghij ""Chi ha smesso? Chi cazzo ha smesso?Chi è quel lurido stronzo, comunista, checca, pompinaro che ha firmato la sua condanna a morte?Ah non è nessuno eh, sarù stata la fatina buona del cazzo…vi ammazzo a forza di ginnastica, vi faccio venire i muscoli al buco del culo"" [URL]";1;0
1722;@user_abcdefghi Più mezzo bidone par mezzo ricchione;1;0
1723;@user_abcdefghij Che gran troia succhiacazzi che sei...;0;0
1724;volete sempre giocatori nuovi , non importa chi siano, l'importante é che ogni anno arrivino giocatori 'nuovi' E poi volete che restino gente frocia in campo come rabiot e dybala ma andate a cagare;1;0
1725;secondo voi quando è troia mia figliacagna? Con un bocca così il suo mestiere è per forza quello di pompinara succhiacazzi [URL];0;0
1728;Intendiamoci: io sono quello che mette lo smalto, il kajal, si fa biondo e porta lenti a contatto colorate, non per questo debbo definirmi frocia. Però che brutta fine ha fatto Bologna: poracci quelli di #BolognaPride che gli hanno dato le redini.;0;0
1734;"Vespa in modalità ""checca isterica"" spianato dal giornalista russo che espone semplicemente dei fatti. [URL]";1;0
1735;@user_abcde @user_abcdef @user_abcdefgh Vi sbagliate, è un vero ricchione certificato, lui a Tropea gira con il Pattak Filippes;1;0
1737;@user_abcde Il peggiore di tt, è per questo che nn lavora più sta checca isterica narcisista;1;0
1738;@user_abcde @user_abc Ma per caso ti sei pippato, che urli come una checca isterica? Inutile #fascista.;1;0
1740;RT @user_abcdefghi @user_abcdefghi Unpopolar opinion. Sei ricchione;1;0
1744;@user_abcdefghij non sei ugraigno non puoi sapere di guerra, non sei virologo non puoi sapere di vaccini, non sei ricchione non puoi sapere di ricchioni. La Cirinnà sa.;0;0
1748;Oggi venuto a studio solo perchè dovevo andare in posta ad aprire un conto condominiale. Faccio tutta l'operazione ed il sistema da errore non risolvibile. Quindi nulla. Conoscete per caso un prete ricchione (come dice un mio amico napoletano) per una benedizione?;1;0
1750;@user_abcdefg Devo stare seduta composta ma posso continuare ad essere frocia;0;1
1751;"#HarryStyles e #Ariete, quando i cantanti ""aiutano"" i ragazzi a fare #comingout ai concerti, invitandoli sul palco e comunicandolo ai genitori presenti tra il pubblico. Domani porto mio figlio al concerto di Gigi D'Alessio, sinceramente avrei preferito fosse ricchione. #LGBTQ";0;0
1752;Lesbiche, gay e trans sono solo un fenomeno mediatico. Esistono solo nelle pubblicità e nelle serie TV. Ai gheipraid vanno solo attori pagati e menti deboli che credono che esista veramente qualcuno che usi l'ano in quel modo o che si mutilerebbe i genitali per l'anima del cazzo;1;0
1753;RT @user_abcdefghij le persone che urlano per strada ‘ricchione’ ad un mio amico mi fa capire in quale città di merda abito;0;0
1755;@user_abcdefgh Eh mo te ne sei accorto??? So 2 anni quasi 3 che la rai pagata pure da me ospita: checca paone, rita dalla chiesa e molti altri per parlare di covid,quindi???!!;1;0
1760;L’Inter deve fare 60 milioni di arrivo perché dovevano prendere un ricchione permaloso a 31 milioni;1;0
1761;@user_abcd @user_abcdefghi Vero. Non ha carattere. Pierre ha più palle di quella checca;1;0
1769;checca ovviamente ma nn usa + twitter 😔😔😔;0;0
1770;RT @user_abcdefghijk @user_abcdefg Brava checca schifosa, fatti prendere tutto!;1;0
1772;@user_abcde …è fricchio. Dunque questo è diventato un “titolo” preferenziale in Italia e non solo. Se sei ricchione ti cercano proprio;1;0
1775;...e del ricchione al toro😉🤣🤣🤣🤣 [URL];1;0
1778;@user_abc @user_abcdefg semplicemente, avremo un conservatorismo spinto, altro che quel ricchione di salvini.;1;0
1779;"6/9. Ecco perché, anche sul piano politico, noi ci ritroviamo con una destra frocia i cui esponenti si sentono in dovere di premettere sempre che ""la 194 non si tocca""; mentre negli USA Trump contro l'aborto ha vinto una campagna elettorale e ha piazzato i tre giudici decisivi.";1;0
1780;"7/9. Lo ha fatto contro la Chiesa gerarchica (Trump è stato sempre bersagliato da Bergoglio, che invece ""coccola"" l'assassino Biden), contro la sua destra frocia nel GOP (i RINO), contro tutti i media, salvo poche eccezioni. E pure contro le idee di certi ""strateghi"".";1;0
1785;Papà okay chiamami Ricch1one Ma a me che cazzo me ne frega? Si sono ricchione e ? Dovrei offendermi ?;0;1
1789;Spia frocia in incognito si dirige al pride di Bologna [URL];0;1
1792;@user_abcdefghi Io sono conservatore, per le benedizioni, mi affido solo'o prevt ricchione, e una certezza😂😂😂;1;0
1793;@user_abcde @user_abcdefghi #Conte sta allo 0,%, fine Ingloriosa, tutta colpa del ricchione #casalino.;1;0
1795;Leggo del maschilismo. Poteva anche dire: “movimento è come una fidanzata che lo prende in culo da tutti che spero possa cambiare ma rientra a casa ogni sera con il culo sempre più rotto perché è troia”. Che poi voi parlamentari, come diceva Battiato, siete solo delle puttane. [URL];0;0
1796;@user_abcdefg Butti fuori a calci in culo chi fa i capricci da checca isterica #Sanchez;1;0
1799;Tuo padre è la tua condanna (dna). Noi non possiamo unirci alle figlie di ricchione. Il Salento ora è Patria degli sbirri, vi potete accoppiare solo con poliziotti. Caini 🤮;1;0
1800;Figlia di ricchione ti chiamo salentina. Hai tradito il tuo popolo concedendoti ai poliziotti. Io non ti voglio, mi fai schifo traditrice!🤮;1;0
1801;@user_ab il ricchione miceneo a corte dopo aver mangiato il culo di re mida;1;0
1806;RT @user_abcdefghij @user_abcdefgh Sono gay - Lau Sono frocio - Qifsha Ropt Sono ricchione - Mike Salamanca;0;1
1813;sei letteralmente moot di una che sparge bifobia, transfobia e abilismo ( oltre a chiamare succhiacazzi le altre donne ) e vuoi pure parlare per fare prediche [URL];0;0
1816;Se chiami a me ricchione nel 2022, non è una sconfitta per me o noi…ma lo è per te,che sei una donna,anzi come ti definisci,una Signora..ma non lo sei E no Non lo sei Punto;0;0
1820;@user_abcdefg È serbo, ha due coglioni che fumano. Non è una checca ucraina;1;0
1822;Un rilancio della moralità tradizionale creerebbe migliori rapporti con la Russia, ma questi non lo capiscono. Se l'Età dell'Acquario non sarà frocia, non sarà Acquario, secondo loro;0;0
1827;@user_abcdef Je sta bene alla checca depilato!😈😆🤣;1;0
1829;@user_abc @user_abcde Destra frocia, peggio del PD liberi uguali e IV messi assieme 🤣🤣😂🤣;1;0
1830;@user_abcdefghi @user_abcdef @user_abcdef @user_abcdefghij @user_abcdef Mi dispiace doverti smentire, ma non c'è nessun elogio. L'articolo si riferisce alle esternazioni di quel ricchione di monsignor Paglia, nominato da Bergoglio già nel 2016 presidente della pontificia accademia per la vita. Qui potete leggere cosa ha detto: [URL];1;0
1832;@user_abcdefghij sono sempre in malafede. il nano ricchione occhialuto parla di autodeterminazione, in una rete televisiva che fa propaganda vaccinale da 2 anni...alza la voce dicendo che sono gli Stati a vietare l'aborto, scordandosi che il governatore che emana quella legge rappresenta la magg.;1;0
1835;@user_abcd Una checca isterica come capitano anche no;1;0
1836;@user_abcdefghij @user_abc Una Volta a roma se diceva: mejo 'nfio tossico che ricchione... simpatica che ormai comprenda anche I sivax;1;0
1839;immagina essere un uomo che gioca a genshin per le waifu😍 e che mette like alle fanart traveler x raiden e poi apre la mailbox e trova la lettera di compleanno eimiko più frocia di sempre godo;0;1
1840;@user_abcdefghij @user_abcdefghij Quindi o è ricchione oppure un diavolo;1;0
1842;@user_abcdefghij Moratti e ricchione?? No, forse ha figlia e forse non vuole fare drizzato le sue manovre che lo capisco anche se io non faccia così. Solo quello che voi interisti potete fare e fare contenti la figlia e tutte le ragazze in famiglia Moratti così Moratti non farà disgraziato;1;0
1843;fatemi vestire da ricchione senza impoverirmi vi prego dai .. dai 🌹;0;1
1844;@user_abcdef Questa desta frocia ti fa cascare le balle;1;0
1846;@user_ab @user_abcdef Ma sta zitto ricchione drogato ammazzati come ha fatto quel pedofilo di tu padre ricchione;1;0
1847;ricchione uno che si commuove vedendo la fidanzata arrivare con l'abito da sposa beh ora mi spiego perchè sei single, che si piglia uno cosi deficiente come te? al massimo la tua futura moglie piangerà per ritrovarsi tutta la sua vita con te [URL];0;0
1849;ieri sera durante un mio live: “ricchione, ti faccio diventare io maschio” #PrideMonth #pride #PrideMonth2022 [URL];0;0
1853;Sciroccati d’America: ‘sto tizio si è offeso perché è non binary (?) e non si sente incluso nella definizione di MSM, perché naturalmente è un alieno e mica è un ricchione come tanti altri. [URL];1;0
1854;questa frocia mio dio [URL];0;0
1856;@user_abcdef Ma con una mamma o con una checca?;1;0
1857;Per non parlare del fatto che sono per la stragrande maggioranza dei bigotti assurdi, per cui se questo bambino crescendo afferma di essere gay o trans lo crepano pure di mazzate o lo spingono al suicidio. Ma l'importante è che gli si dia una vita, di merda però.;0;0
1859;@user_abcdef @user_abcdefghij Il classico atteggiamento della destra frocia: letteralmente il PD.;1;0
1862;Saluti dal ricchione di Sherocco;1;0
1863;elastico nero al polso e ma non è frocia [URL];0;0
1864;@user_abc Il PD è già la versione frocia di sé stesso.;1;0
1868;@user_ab ma ricchione nel senso molisano del termine?;0;0
1873;@user_abcdef la destra frocia è riuscita a far stare più simpatico Abdul dei candidati che dovremmo (lol) votare;1;0
1875;@user_abcdefgh Scusa - autocorrect corrected my dictation. Communque, si, alla checca sempre;0;0
1878;[URL] Mi volevano appioppare la figlia del ricchione. Va a farti fottere (so che ti piace) 😂. Mai ho tradito.;1;0
1881;@user_abcdefghi @user_abcdefghij Stronzetto da quattro soldi e senza palle nascosto dietro una tastiera,se soli ti fossi azzardato a darmi del coglione in faccia ti avrei rotto il culo in due secondi,piccola checca. E vedi di non rompere il cazzo che la gente come te non serve a un cazzo nella vita;1;0
1888;ma nel 2022 può esserci ancora gente che usa veramente gay, ricchione, finocchio, ecc come insulti? cioè, ma non vi sentite patetici? boh, io sti homo nell'armadio non li capiró mai;0;0
1889;@user_abcd No dai Nainggolan non era ricchione;1;0
1890;@user_abcdef Doc.è sconcertante che all’italiota pidiota medio manchi totalmente la capacità di discernimento, si fida ciecamente dei prezzolati alla checca pavona o come la scarabocchiatrice (tutti col courtesy iab) e trascura i professionisti seri che non hanno interessi, anzi sono sospesi;1;0
1893;che bello vedervi delirare per una checca di merda che ha smesso col giuoco del calcio da 3 anni [URL];1;0
1894;"@user_abcdef @user_abcdef Immagina usare ""ricchione"" come insulto nel 2022. ...poi si lamentano se speriamo nella loro bancarotta...";0;0
1897;@user_abc con il voto, quello del piddí ma vieni perculato dall'adestra frocia che hai votato...;1;0
1900;@user_abcdefgh qvevo capito sono la più grande frocia della storia ma va bene;0;1
1904;@user_abcdefghi @user_abcd Deve dormire un mese con un prete ricchione Da qua do è andato a Sanremo da amadeus solo brutte notizie #berrwttini #ibrahimovic Mon invitate paltrinieri w ceccon mi raccomando;1;0
1906;@user_abcdefghij paolo dobbiamo fare benedire i nostri tennisti da un prete ricchione 🥲🥲🥲è una usanza Napoletana😻👌;1;0
1908;@user_abcdefg Allora solo mia mamma mi ha insegnato a non offendere a prescindere dal fatto che una persona possa offendersi o meno. Posso chiamare quindi ricchione il mio amico gay perché tanto non si offende. Ok.;0;0
1909;@user_abcdefgh va beh, ma perché vi inventate queste strunzat? si avvicinano con fare minaccioso e gli gridano gay? solo nella tua fantasia.nella vita reale lo avrebbero apostrofo come frocio o ricchione.;0;0
1911;@user_abcd Tanto ci finirei cmq pk sn frocia 😔👊🏻😭;0;1
1914;quel grande ricchione del cazzo;1;0
1917;@user_abcdefghi …non è possibile !!! Qui ci vuole la benedizione di un prete ricchione 🤘🤘🤘;1;0
1919;4- Naruto. Pieno così di personaggi trans, primo fra tutti quel ricchione di Sasuke;1;0
1920;@user_abcdef @user_abcdefghi Facciamo una comune frocia io direi;0;1
1924;Sono un primitivo scimmione del millennio scorso. Per quanto mi sforzi non riesco ad adattarmi a questo sagace e attempato ricchione con le occhiaie che spopola a ora di cena su Rai2. Me ne vergogno.;1;0
1929;@user_abc E cioè ? Che ha un talento enorme ma è una checca?;1;0
1930;@user_abcdef La tro**di violenta ha detto che sei ricchione e puo fare a meno di te;1;0
1931;@user_abc Talento da top 3 ma di testa è proprio checca. Frociassime lo chiamo io;1;0
1934;@user_abcde @user_abcd claudia ascoltami blocca lela è frocia;1;0
1935;@user_abc perché è vero dai amore ma dove andava in giro tutto oliato e pieno di gioielli a che gli servivano in guerra ricchione di merda [URL];1;0
1938;"Come altri miei ""attrezzi"" 1.0 esteticamente fa cacare. Però miglioro ad ogni versione. 😂 Se la concentrazione giusta di caramello è tipo salinità del mare io ho fatto il Mar Morto. Ammazza che parto anale😂😂😂 Manco Lisa che è frocia de dolci s'avvicina 😂😂 [URL]";0;0
1940;Ho riso talmente tanto con quel ricchione di Elijah che ho un mal di pancia da tumore;1;0
1941;@user_abcd quel ricchione di francesco!😅🥰❤️;0;0
1950;@user_abcdefgh Solo una checca repressa può scrivere certi commenti pieni di malizia e frustrazione;1;0
1952;Notoriamente uno ce l’ha scritto in faccia se è ricchione [URL];1;0
1954;@user_ab Boris: se tu non fossi una checca isterica non diresti queste scemenze;1;0
1959;@user_abcdefg Un pallone gonfiato e una checca isterica!!;1;0
1960;@user_abcde @user_abcdefghi Sento dire dappertutto che è bona strafiga ecc ecc xo onestamente a me non piace... Non è che starò diventando ricchione? Ops volevo dire gay scusate;1;0
1961;@user_abcdefghij E Draghi non dice un cazzo a quella mezza checca francese! Tira fuori le palle e fai cadere il governo torni al 25% in due settimana! Questo scellerato ci sta portando sul lastrico...i mercati vanno a picco..risparmi degli italiani in fumo!;1;0
1963;@user_abcdefghi @user_abcdefg Tranquillo ci è pensata quella bagascia di tu madre a cagare un ricchione e coglione come te ,ma d'altronde non mi sorpende ...🤡;1;0
1965;@user_abcde Che checca, giusto giocatore per la serie Ass;1;0
1969;Sta mattina nn mi avete cacato ma ero bellissima molto frocia molto louie [URL];0;1
1972;c’è sto tizio a p3sar0 che si spaccia per eterosessuale e che va in giro a dire che sterminerebbe lui stesso tutti i “gay checca” perché sono la feccia dell’umanità e poi lo ritrovi su twitter con un account porno dove si fa letteralmente sfondare il culo [URL];0;0
1973;Nomi tipo ricchione? Non è una battuta. #chilhavisto;0;0
1975;@user_ab @user_abcdefghij Immagino le tue parole:”Chi cazzo ha parlato?! Chi è quel lurido stronzoo comunista checca pompinara che ha firmato la sua condanna a morte?! Ah non è nessuno eh! Sarà stata la fatina buona del cazzo!”;0;0
1980;@user_abc grazie mille checca sì infatti voglio solo togliermelo il prima possibile 🫠💓;0;0
1981;"@user_abcde @user_abcd La grattacheccara in piazza la faceva così 50+ anni fa, quando c'era per lo più solo il succo di limone. Poi arrivarono gli sciroppi, roba da ricchi.🙂 Ah, la ""checca"" era il blocco di ghiaccio da grattare.😉";0;0
1985;@user_abcdefghi @user_abcdefgh d'altronde è una checca, cos'altro dovrebbe fare?;1;0
1988;@user_abcd Nessuno sclero da checca isterica contro Suning ok.. quindi in questo momento sei pro Zhang? Perche l’anno scorso eri anti Suning;1;0
1990;"la gente che si indigna per paky che dice ""finocchio"" o ""ricchione"" al love mi 😂😂🙏🏻";0;0
1993;@user_abcdefg Ha avuto più umiliazioni @user_abc in questa mezz'ora, che un ricchione a casa di Mussolini. Che pena.;1;0
1995;@user_abcdefghi Non la vedo così, ognuno ha i propri gusti e preferenze. Ovvio se dal nulla ti dico checca, o ciccione quello è body shaming, ma dire sono attratto da altro è solo questione di gusti;0;0
1996;@user_a La solita vecchia checca depravata, fà il frocio con il culo altrui ! opps no politically correct e vabbhè farò penitenza . . .;1;0
1998;@user_abc Sei un cacato Daniele, ieri sera urlavi come una checca isterica;1;0
1999;"@user_abcdefghij @user_abcdefghij @user_abcdefghij No siete voi che dovete svegliarvi, che se nel 2022 un rapper deve ancora usare epiteti come ""ricchione"" o ""finocchio"" per risultare rilevante, sta messo un po' male. Il linguaggio non è un optional, e soprattutto non ha nulla a che vedere con le intenzioni.";0;0
2001;@user_abcde Hai ragione, basta col politically correct, brutto ricchione represso.;1;0
2002;@user_abcdefgh Perché il tuo dimostrare affetto è chiamarmi ricchione, diciamolo al popolo di twitter !!;0;0
2003;"un venditore che cercava di vendere una borsa a mamma: ""signora questa borsa è una checca... volevo dire una chicca""";0;0
2009;"@user_abcdefghij Ma ovvio che anni fa la cultura rap fosse in quel modo e ci sta ascoltarla e contestualizzare in base a quando quelle canzoni sono uscite, anche per conoscere la cultura rap. Oggi però siamo nel 2022 e usare ""ricchione"" come offesa è totalmente fuori luogo oltre che offensivo.";0;0
2013;Quella checca di Coez è più finito di te che leggi questo tweet;1;0
2015;@user_ab Piango, ha passato l’ultimo mese come una checca isterica e ora sale sul carro;1;0
2016;@user_abcd Aragorn prescinde da Viggo Mortensen tanto quanto Gandalf prescinde da quel ricchione di Ian McKellen;1;0
2019;nn so se è peggio il fatto che pare che l'unico problema sia avergli dato del passivo o che sto ricchione deve essere per forza misogino [URL];1;0
2022;@user_abcdefghij Scandalizzarsi per un termine è da imbecilli. Quindi meriti di essere chiamato ricchione nel senso dispregiativo del termine.;1;0
2025;@user_abcde si esatto cosa stiamo aspettando io sono frocia tu sei frocia scopiamo;0;1
2026;@user_abcdefg @user_abcde Appena vista la scena cult … non sono ricchione …. Sono commissario e ti faccio un culo così …. 😂😂😂😂;0;0
2027;@user_abcde Ha già pianto come una checca isterica qualche mese fa;1;0
2029;@user_abcdefghij @user_abcdefgh Tie forse lo preferisci nero tie checca [URL];1;0
2031;comunque è impossibile che passano sotto casa mia e dico “frocio, ricchione” secondo me è un segno del destino cioè vi giuro capitano sempre i cuozzi che passano e parlano dei gay;0;0
2034;@user_abcdef @user_abcdefghij @user_abcdef @user_abcdef @user_abc @user_abc @user_abcdef @user_ Dio mio checca Pavone guardi un film. Ci stanno massacrando il cervello.;1;0
2036;#zonabianca dai vaccini alla geopolitica alla discriminazione di gay e trans. Tutto secondo copione dove si esibiscono i migliori tuttologhi;0;0
2038;Mi piace L’#ITALIA di #QUESTO! Si chiama #pierpaolopasolini era #frocio #bulicio #Finocchio #Gay #omosessuale #Rechione 🦻🏽 lo avete #Ammazzato pensati che il mondo non sa cosa siete e cosa combinati??! Ehh 👁👀👁👀👁👀👁👀👁👁👀🌶🫑🥨🌽🥦🧄🫒 [URL];1;0
2039;RT @user_abcdefg @user_abcd 🚨 C'è l'accordo!!! Tonaliano è ufficialmente un ricchione (@AntoVitiello);1;0
2041;Pasta a frocia, la ricetta tradizionale siciliana: si prepara in 5 minuti ed è buonissima anche fredda [URL];0;0
2042;@user_abcde Quindi sei un ricchione cocainomane. Eh bella questa bandiera dei diritti lgbt, ne fanno anche per etero?;1;0
2043;Il mediocre #Conte è stretto tra il ricchione #Casalino e lo schizoide #Travaglio, lo hanno distrutto! Che Dio lo protegga! Si allontani da questa gente, porta male. I fatti lo dimostrano.;1;0
2044;RT @user_abcdefghij @user_abcd i problemi di vita per chi non è ricco ma ricchione 😔;0;0
2046;Puo essere brutto antipatico ricchione e lo amerò lo stesso Stupido no però. Stupido no;1;0
2049;@user_abcdefg @user_abcde Secondoe pillon é ricchione ma non vuole ammetterlo;1;0
2051;@user_a Sei l’unico ricchione che se venisse a Napoli ne sarei felice, ed io odio tutti.;1;0
2052;@user_abcde @user_abcdefghij Pure comunista oltre che ricchione?;1;0
2053;@user_abcde Ma scusa.. una domanda .. ma loro hanno bisogno dei soldi per quale motivo? Perché non posso lavorare? Sono malati ?? Non hanno le mani/gambe??? Cioè non combattano per essere persone normali come tutti allora per che c***o li devi dare soldi?? Vai lavorare ricchione va!!;1;0
2054;Uno che conosco disse che questa checca è più forte di @user_abcdefghij È uno che elogio' anche le capacità di AINSLEY #MAITLANDNILES, un clown matto in pratica #milan #roma [URL];1;0
2059;Io come ibara che andavo in shut-down totale se il mio amico ricchione delle medie mi pattava;0;0
2061;"@user_abcdefgh ""mi piace quel ragazzo perché sto diventando forse ricchione..."" ( Mega Cit)";0;0
2064;@user_abcdefghij @user_abcde Manda queste foto a tuttə, ha bisogno di attenzioni la nostra checca marcheggiana...;1;0
2066;"@user_abc In Italia, fino a prova contraria, se insulti uno facendo nome e cognome contro la sua volontà su un palco scatta la querela. Potete ridere del cazzo che vi pare, se avete ancora bisogno di parole come ""frocio"" e ""ricchione"" per ridere. Buona visione, con Pio e Amedeo";0;0
2067;@user_ab @user_abcdef @user_abcdefghi Oddio no! Ma ricorda che l'occasione fa la checca ladra;1;0
2074;@user_abcdefghi @user_abcdefgh Io tifo Francia, non me ne fotte un cazzo dell’Italia capitanata da un ricchione presuntuoso;1;0
2083;"@user_abcd @user_abcdefgh 🤣😂🤣😂 Disse il ""comunista"" che vota ancora pci. Però se gli tocchi i delinquenti 5s e l'incapace Conte diventa una checca isterica. Il tuo ritardo mentale è anche dovuto alla tua precoce demenza senile. Ciao vecchio scemo bollito. Quando mi vedi passare asciugati la bava.";1;0
2084;@user_abcdefgh @user_abcd Hai perfettamente ragione, e' successo anche a me quando il.mio ex( 6 anni assieme) si e' con uno più grande e cesso per davvero e checca;1;0
2087;non posso fare il cerchietto perché checca ha il privato e poi si lamenta che lei non c’è;0;0
2088;Tweet vietato a chi pensa che le parolacce stanno male dette da una donna Idioti,rincoglioniti,bastardi,liquame puzzolente, stronzi mal cagati, feccia umana e virtuale, leccaculo, razzolatori di cassonetti, rottinculo e figli di troia .... Non ci riuscirete mai !!!! [URL];1;0
2089;@user_abcde @user_abcde @user_abcdef @user_abcdefg Ma svegliatevi porca troia, ma non ci arrivate che questa è solo una wanna marchi che vi piglia per il culo, è limpido e chiaro, lo ha ammesso in questo tweet.;0;0
2090;@user_abcdef @user_abcdefghi Intervistatrice Messicana chiede a Totti che ne pensa delle donne messicane dopo le dichiarazioni di quel ricchione di TZN...;1;0
2093;@user_abcde @user_a Ma dobbiamo pure sacrificare la pasta a frocia? [URL];0;0
2095;RT @user_abcdefghijk @user_abcdef Ormai ricchioni e ricchione vanno di moda...;1;0
2104;RT @user_abcde @user_abcdefghi Si ma preferisco essere considerato maranza che ricchione;1;0
2105;@user_abcd fai maranza ricchione che combo;1;0
